testID,i_YY53,i_OX84,i_WZ23,i_PI79,i_FE86,i_MT80,i_JM82,i_AF64,i_YJ65,i_GI11,i_TW37,i_JF49,i_FO48,i_VN88,i_TJ68,i_QZ64,i_XA12,i_HB29,i_OI90
1194,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,0
1195,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1196,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1197,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,1,0,NA,0
1198,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,1
1199,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1200,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
1201,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,1,NA,1
1202,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,0
1203,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
1204,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1205,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,1
1206,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,0,NA,1
1207,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1208,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
1209,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,0,NA,0
1210,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,1,NA,1
1211,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
1212,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1213,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,0
1214,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
1215,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,1,NA,1
1216,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1217,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,1
1218,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
1219,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1220,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1221,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,1
1222,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
1223,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,0
1224,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,0,NA,0
1225,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,0
1226,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,1,NA,0
1227,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,1,NA,0
1228,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
1229,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,0
1230,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1231,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,0
1232,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1233,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,1
1234,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1235,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1236,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,0,NA,0
1237,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1238,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
1239,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0
1240,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1241,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
1242,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,1,NA,0
1243,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1244,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,1,NA,1
1245,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,1,NA,0
1246,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,1
1247,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,1,NA,1
1248,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1249,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
1250,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
1251,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,1
1252,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,1,NA,0
1253,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
1254,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,0,NA,0
1255,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,0
1256,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1257,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,1,NA,0
1258,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,1
1259,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1260,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
1261,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
1262,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
1263,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,1,0,NA,0
1264,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,0,NA,1
1265,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,1
1266,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1267,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
1268,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
1269,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,1
1270,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,0,0,NA,0
1271,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,0
1272,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,0
1273,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
1274,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,1,NA,1
1275,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,1,NA,0
1276,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,0
1277,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,0,NA,1
1278,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1279,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,1,NA,0
1280,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
1281,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,1,0,NA,1
1282,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1283,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,1,NA,1
1284,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,0
1285,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
1286,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,1,NA,1
1287,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,0
1288,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
1289,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,1,NA,0
1290,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,1
1291,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
1292,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
1293,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
1294,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
1295,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1296,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,1,0,NA,0
1297,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,1,NA,1
1298,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,1,NA,1
1299,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,1,NA,0
1300,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,1
1301,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
1302,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,1
1303,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
1304,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1305,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0
1306,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1307,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,0,NA,1
1308,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,0,NA,0
1309,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1310,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,0
1311,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,1,0,NA,1
1312,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,1,NA,1
1313,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,1,1,NA,0
1314,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,1
1315,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,0
1316,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,0
1317,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
1318,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,0,0,NA,1
1319,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,1
1320,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,1
1321,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1322,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
1323,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,0
1324,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,0,NA,0
1325,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,1,NA,0
1326,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
1327,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,0
1328,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
1329,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1330,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1331,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1332,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1333,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1334,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,0
1335,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
1336,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,1
1337,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,0,NA,1
1338,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
1339,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
1340,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,0
1341,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,1
1342,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,1,0,NA,0
1343,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,1,1,NA,1
1344,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,1,NA,0
1345,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1346,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
1347,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1348,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1349,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,0
1350,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,1,NA,0
1351,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,1,NA,0
1352,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,0,NA,0
1353,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
1354,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,1,0,NA,0
1355,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,1
1356,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
1357,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1358,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
1359,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,1
1360,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1361,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,1,0,NA,0
1362,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
1363,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1364,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
1365,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1366,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1367,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,0,0,NA,0
1368,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,0,NA,0
1369,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,0
1370,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,0
1371,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,1,0,NA,0
1372,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1373,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,0,NA,0
1374,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,0,NA,1
1375,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
1376,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1377,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1378,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,1
1379,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,1,0,NA,0
1380,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,1,NA,1
1381,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,1,NA,1
1382,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
1383,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,0,NA,0
1384,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,1
1385,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,1,NA,1
1386,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1387,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,1
1388,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,0
1389,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,1,0,NA,1
1390,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,1,NA,1
1391,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,1
1392,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,1
1393,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
1394,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,0
1395,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,1
1396,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
1397,NA,NA,0,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,0,0,NA,0
1398,NA,NA,0,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,0
1399,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1400,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
1401,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,1,0,NA,0
1402,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,1,NA,0
1403,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,0
1404,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
1405,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,0
1406,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1407,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,0
1408,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
1409,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1410,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,1
1411,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1412,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1413,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,0
1414,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,0,NA,1
1415,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,0
1416,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
1417,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,1
1418,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,1,NA,1
1419,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
1420,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,1,NA,0
1421,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1422,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,1
1423,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,0
1424,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1425,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,0,NA,1
1426,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,1
1427,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,0
1428,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1429,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1430,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
1431,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1432,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,1,NA,1
1433,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
1434,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,1,NA,1
1435,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
1436,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,0
1437,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,0
1438,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1439,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
1440,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,1
1441,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,0,NA,0
1442,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
1443,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,0
1444,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,1,NA,0
1445,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1446,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,1
1447,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,1,NA,1
1448,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,1,0,NA,1
1449,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
1450,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,0,NA,0
1451,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,1
1452,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
1453,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,0
1454,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,0,NA,0
1455,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
1456,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,1
1457,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
1458,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,0
1459,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
